7.97262e-02	7.91233e-02	9.66483e-03	6.21000e-07	4.50000e-02
2.80587e-01	2.82262e-01	1.06043e-02	6.62000e-05	3.50000e-01
1.07153e-01	1.10003e-01	1.19329e-02	8.97000e-07	6.50000e-02
2.59898e-01	2.57294e-01	9.04429e-03	1.30000e-04	3.50000e-01
1.06314e-01	1.10756e-01	1.08323e-02	1.02000e-06	6.50000e-02
2.44253e-01	2.39808e-01	9.35532e-03	2.20000e-04	3.50000e-01
1.32280e-01	1.34911e-01	1.29533e-02	1.17000e-06	8.50000e-02
2.20716e-01	2.39740e-01	9.04092e-03	5.00000e-04	3.50000e-01
1.31119e-01	1.29230e-01	8.78701e-03	1.34000e-06	8.50000e-02
1.77789e-01	2.01288e-01	2.23999e-02	2.51000e-03	3.50000e-01
1.29824e-01	1.25442e-01	8.93851e-03	1.56000e-06	8.50000e-02
3.81950e-01	3.52547e-01	1.81799e-02	8.83000e-06	4.00000e-01
1.61258e-01	1.63905e-01	1.60768e-02	1.51000e-06	1.10000e-01
3.73436e-01	3.70726e-01	1.35458e-02	1.10000e-05	4.00000e-01
1.59748e-01	1.64788e-01	9.31280e-03	1.73000e-06	1.10000e-01
3.66149e-01	3.56823e-01	1.21199e-02	1.33000e-05	4.00000e-01
1.58036e-01	1.56259e-01	6.27389e-03	2.02000e-06	1.10000e-01
3.56824e-01	3.54683e-01	1.03375e-02	1.70000e-05	4.00000e-01
1.56004e-01	1.49103e-01	8.33250e-03	2.43000e-06	1.10000e-01
3.47144e-01	3.35076e-01	9.62452e-03	2.20000e-05	4.00000e-01
2.03248e-01	2.25780e-01	1.89821e-02	2.07000e-06	1.50000e-01
3.28184e-01	3.29724e-01	1.39019e-02	3.68000e-05	4.00000e-01
2.01260e-01	1.98109e-01	9.62471e-03	2.36000e-06	1.50000e-01
2.97026e-01	3.20083e-01	1.17625e-02	8.83000e-05	4.00000e-01
1.98898e-01	1.99713e-01	7.21853e-03	2.76000e-06	1.50000e-01
2.73471e-01	2.87265e-01	1.06923e-02	1.76000e-04	4.00000e-01
1.96171e-01	1.99980e-01	6.55014e-03	3.31000e-06	1.50000e-01
2.56536e-01	2.76540e-01	1.06910e-02	2.94000e-04	4.00000e-01
1.92835e-01	1.86478e-01	6.28279e-03	4.14000e-06	1.50000e-01
2.32294e-01	2.60059e-01	1.06874e-02	6.31000e-04	4.00000e-01
1.89981e-01	1.85275e-01	1.04267e-02	5.02000e-06	1.50000e-01
4.57771e-01	4.48260e-01	4.50042e-02	7.32000e-06	5.00000e-01
2.47626e-01	2.48460e-01	1.28329e-02	3.15000e-06	2.00000e-01
4.49922e-01	4.59399e-01	5.16879e-02	8.60000e-06	5.00000e-01
2.44501e-01	2.45608e-01	9.26823e-03	3.68000e-06	2.00000e-01
4.20870e-01	4.28650e-01	2.04968e-02	1.58000e-05	5.00000e-01
2.40885e-01	2.38835e-01	7.48587e-03	4.41000e-06	2.00000e-01
4.07155e-01	3.91219e-01	1.29218e-02	2.12000e-05	5.00000e-01
2.36431e-01	2.34557e-01	6.77292e-03	5.52000e-06	2.00000e-01
3.95031e-01	3.77849e-01	1.20306e-02	2.76000e-05	5.00000e-01
2.32644e-01	2.27249e-01	6.05998e-03	6.69000e-06	2.00000e-01
