1.00000e-02	4.21885e-04
1.08393e-02	4.90911e-04
1.17490e-02	5.71000e-04
1.27350e-02	6.63874e-04
1.38038e-02	7.71511e-04
1.49624e-02	8.96181e-04
1.62181e-02	1.04048e-03
1.75792e-02	1.20739e-03
1.90546e-02	1.40029e-03
2.06538e-02	1.62305e-03
2.23872e-02	1.88008e-03
2.42661e-02	2.17636e-03
2.63027e-02	2.51754e-03
2.85102e-02	2.91002e-03
3.09030e-02	3.36101e-03
3.34965e-02	3.87858e-03
3.63078e-02	4.47183e-03
3.93550e-02	5.15089e-03
4.26580e-02	5.92705e-03
4.62381e-02	6.81285e-03
5.01187e-02	7.82211e-03
5.43250e-02	8.97005e-03
5.88844e-02	1.02733e-02
6.38263e-02	1.17498e-02
6.91831e-02	1.34191e-02
7.49894e-02	1.53019e-02
8.12831e-02	1.74201e-02
8.81049e-02	1.97965e-02
9.54993e-02	2.24547e-02
1.03514e-01	2.54183e-02
1.12202e-01	2.87108e-02
1.21619e-01	3.23549e-02
1.31826e-01	3.63716e-02
1.42889e-01	4.07799e-02
1.54882e-01	4.55962e-02
1.67880e-01	5.08337e-02
1.81970e-01	5.65023e-02
1.97242e-01	6.26091e-02
2.13796e-01	6.91588e-02
2.31739e-01	7.61562e-02
2.51189e-01	8.36084e-02
2.72270e-01	9.15292e-02
2.95121e-01	9.99449e-02
3.19890e-01	1.08902e-01
3.46737e-01	1.18475e-01
3.75837e-01	1.28782e-01
4.07380e-01	1.39994e-01
4.41570e-01	1.52354e-01
4.78630e-01	1.66185e-01
5.18800e-01	1.81907e-01
5.62341e-01	2.00034e-01
6.09537e-01	2.21165e-01
6.60693e-01	2.45943e-01
7.16143e-01	2.74995e-01
7.76247e-01	3.08841e-01
8.41395e-01	3.47791e-01
9.12011e-01	3.91859e-01
9.88553e-01	4.40721e-01
1.07152e+00	4.93718e-01
1.16145e+00	5.49909e-01
1.25893e+00	6.08113e-01
1.36458e+00	6.66941e-01
1.47911e+00	7.24817e-01
1.60325e+00	7.80035e-01
1.73780e+00	8.30878e-01
1.88365e+00	8.75798e-01
2.04174e+00	9.13628e-01
2.21309e+00	9.43778e-01
2.39883e+00	9.66354e-01
2.60016e+00	9.82138e-01
2.81838e+00	9.92427e-01
3.05492e+00	9.98745e-01
3.31131e+00	1.00254e+00
3.58922e+00	1.00495e+00
3.89045e+00	1.00671e+00
4.21697e+00	1.00822e+00
4.57088e+00	1.00967e+00
4.95450e+00	1.01109e+00
5.37032e+00	1.01251e+00
5.82103e+00	1.01393e+00
6.30957e+00	1.01535e+00
6.83912e+00	1.01676e+00
7.41310e+00	1.01818e+00
8.03526e+00	1.01960e+00
8.70964e+00	1.02102e+00
9.44061e+00	1.02244e+00
1.02329e+01	1.02386e+00
1.10917e+01	1.02528e+00
1.20226e+01	1.02670e+00
1.30317e+01	1.02812e+00
1.41254e+01	1.02954e+00
1.53109e+01	1.03095e+00
1.65959e+01	1.03237e+00
1.79887e+01	1.03379e+00
1.94984e+01	1.03521e+00
2.11349e+01	1.03663e+00
2.29087e+01	1.03805e+00
2.48313e+01	1.03947e+00
2.69153e+01	1.04089e+00
2.91743e+01	1.04231e+00
3.16228e+01	1.04373e+00
