7.22331e-02	7.91233e-02	9.66483e-03	6.21000e-07	4.50000e-02
2.80628e-01	2.82262e-01	1.06043e-02	6.62000e-05	3.50000e-01
1.00047e-01	1.10003e-01	1.19329e-02	8.97000e-07	6.50000e-02
2.59918e-01	2.57294e-01	9.04429e-03	1.30000e-04	3.50000e-01
9.91288e-02	1.10756e-01	1.08323e-02	1.02000e-06	6.50000e-02
2.44345e-01	2.39808e-01	9.35532e-03	2.20000e-04	3.50000e-01
1.25941e-01	1.34911e-01	1.29533e-02	1.17000e-06	8.50000e-02
2.21078e-01	2.39740e-01	9.04092e-03	5.00000e-04	3.50000e-01
1.24678e-01	1.29230e-01	8.78701e-03	1.34000e-06	8.50000e-02
1.79163e-01	2.01288e-01	2.23999e-02	2.51000e-03	3.50000e-01
1.23268e-01	1.25442e-01	8.93851e-03	1.56000e-06	8.50000e-02
3.83161e-01	3.52547e-01	1.81799e-02	8.83000e-06	4.00000e-01
1.56041e-01	1.63905e-01	1.60768e-02	1.51000e-06	1.10000e-01
3.74584e-01	3.70726e-01	1.35458e-02	1.10000e-05	4.00000e-01
1.54412e-01	1.64788e-01	9.31280e-03	1.73000e-06	1.10000e-01
3.67250e-01	3.56823e-01	1.21199e-02	1.33000e-05	4.00000e-01
1.52564e-01	1.56259e-01	6.27389e-03	2.02000e-06	1.10000e-01
3.57874e-01	3.54683e-01	1.03375e-02	1.70000e-05	4.00000e-01
1.50370e-01	1.49103e-01	8.33250e-03	2.43000e-06	1.10000e-01
3.48155e-01	3.35076e-01	9.62452e-03	2.20000e-05	4.00000e-01
1.99782e-01	2.25780e-01	1.89821e-02	2.07000e-06	1.50000e-01
3.29163e-01	3.29724e-01	1.39019e-02	3.68000e-05	4.00000e-01
1.97663e-01	1.98109e-01	9.62471e-03	2.36000e-06	1.50000e-01
2.98106e-01	3.20083e-01	1.17625e-02	8.83000e-05	4.00000e-01
1.95145e-01	1.99713e-01	7.21853e-03	2.76000e-06	1.50000e-01
2.74777e-01	2.87265e-01	1.06923e-02	1.76000e-04	4.00000e-01
1.92236e-01	1.99980e-01	6.55014e-03	3.31000e-06	1.50000e-01
2.58095e-01	2.76540e-01	1.06910e-02	2.94000e-04	4.00000e-01
1.88678e-01	1.86478e-01	6.28279e-03	4.14000e-06	1.50000e-01
2.34351e-01	2.60059e-01	1.06874e-02	6.31000e-04	4.00000e-01
1.85633e-01	1.85275e-01	1.04267e-02	5.02000e-06	1.50000e-01
4.58852e-01	4.48260e-01	4.50042e-02	7.32000e-06	5.00000e-01
2.45852e-01	2.48460e-01	1.28329e-02	3.15000e-06	2.00000e-01
4.51061e-01	4.59399e-01	5.16879e-02	8.60000e-06	5.00000e-01
2.42564e-01	2.45608e-01	9.26823e-03	3.68000e-06	2.00000e-01
4.22273e-01	4.28650e-01	2.04968e-02	1.58000e-05	5.00000e-01
2.38761e-01	2.38835e-01	7.48587e-03	4.41000e-06	2.00000e-01
4.08713e-01	3.91219e-01	1.29218e-02	2.12000e-05	5.00000e-01
2.34076e-01	2.34557e-01	6.77292e-03	5.52000e-06	2.00000e-01
3.96744e-01	3.77849e-01	1.20306e-02	2.76000e-05	5.00000e-01
2.30094e-01	2.27249e-01	6.05998e-03	6.69000e-06	2.00000e-01
3.80452e-01	3.64478e-01	1.60406e-02	3.98000e-05	5.00000e-01
2.25197e-01	2.23862e-01	6.77290e-03	8.49000e-06	2.00000e-01
3.41093e-01	3.48416e-01	1.02475e-02	1.00000e-04	5.00000e-01
2.19922e-01	2.07999e-01	9.08992e-03	1.10000e-05	2.00000e-01
3.04185e-01	3.07825e-01	8.90955e-03	2.51000e-04	5.00000e-01
1.94499e-01	2.11557e-01	4.36660e-02	3.98000e-05	2.00000e-01
2.89562e-01	3.00216e-01	9.79935e-03	3.68000e-04	5.00000e-01
1.60463e-01	1.79616e-01	2.76196e-02	2.51000e-04	2.00000e-01
2.61210e-01	2.86729e-01	8.90462e-03	8.00000e-04	5.00000e-01
2.88942e-01	2.77601e-01	1.62640e-02	3.94000e-06	2.50000e-01
2.15063e-01	1.82094e-01	2.39831e-02	3.20000e-03	5.00000e-01
2.84910e-01	2.79160e-01	1.13625e-02	4.60000e-06	2.50000e-01
5.34542e-01	4.90055e-01	3.07008e-02	9.52000e-06	6.50000e-01
2.80195e-01	2.81388e-01	9.13453e-03	5.52000e-06	2.50000e-01
5.24779e-01	5.35236e-01	3.41763e-02	1.12000e-05	6.50000e-01
2.74470e-01	2.74704e-01	8.02055e-03	6.90000e-06	2.50000e-01
5.04437e-01	4.69778e-01	3.07006e-02	1.58000e-05	6.50000e-01
2.69586e-01	2.66015e-01	7.79775e-03	8.36000e-06	2.50000e-01
5.02261e-01	5.16697e-01	4.34443e-02	1.64000e-05	6.50000e-01
2.63597e-01	2.59999e-01	6.90656e-03	1.06000e-05	2.50000e-01
4.52050e-01	4.73242e-01	1.85358e-02	3.98000e-05	6.50000e-01
2.57010e-01	2.48858e-01	6.90654e-03	1.38000e-05	2.50000e-01
4.30006e-01	4.16468e-01	2.14316e-02	5.98000e-05	6.50000e-01
